zap_motif_positions,accession_id
EU569722.1,"[13, 181, 182, 317, 319, 320, 327, 329, 330, 331, 347, 348, 349, 380, 414, 433, 434, 448, 450, 472, 473, 545, 548, 604, 608, 612, 659, 687, 687, 688, 688, 702, 703, 705, 719, 730, 747, 747, 989, 1015, 1016, 1018, 1032, 1034, 1035, 1042, 1044, 1065, 1154, 1156, 1166, 1166, 1167, 1167, 1255, 1256, 1257, 1401, 1404, 1411, 1411, 1412, 1484, 1486, 1645, 1645, 1646, 1646, 1835, 2204, 2207, 2215, 2360, 2448, 2451, 2501, 2502, 2545, 2548, 2549, 2670, 2672, 2673, 2685, 2686, 2687, 2688, 2722, 2725, 2747, 2874, 2883, 2946, 2949, 3051, 3092, 3144, 3168, 3178, 3227, 3229, 3238, 3357, 3358, 3359, 3463, 3522, 3676, 3696, 3697, 3697, 3698, 3698, 3793, 4041, 4042, 4043, 4045, 4172, 4173, 4173, 4177, 4190, 4192, 4489, 4530, 4532, 4554, 4555, 4558, 4565, 4604, 4651, 4652, 4653, 4727, 4729, 4863, 4865, 4867, 4946, 5153, 5180, 5215, 5231, 5232, 5259, 5259, 5278, 5281, 5341, 5342, 5551, 5552, 5592, 5728, 5729, 5730, 5740, 5741, 5742, 5743, 5758, 5759, 5774, 5779, 5833, 5843, 5845, 5947, 5948, 5949, 5974, 6072, 6074, 6081, 6141, 6143, 6276, 6277, 6279, 6333, 6392, 6491, 6492, 6494, 6495, 6572, 6573, 6575, 6643, 6737, 6738, 6739, 6765, 6766, 6767, 6781, 6782, 6823, 6937, 6938, 6939, 6940, 7046, 7047, 7048, 7050, 7131, 7132, 7164, 7300, 7303, 7407, 7408, 7473, 7481, 7486, 7516, 7549, 7550, 7570, 7571, 7572, 7573, 7722, 7724, 7802, 7849, 7870, 7871, 8056, 8057, 8058, 8079, 8081, 8082, 8083, 8364, 8366, 8373, 8375, 8377, 8437, 8440, 8441, 8475, 8477, 8489, 8522, 8523, 8636, 8638, 8639, 8651, 8653, 8653, 8655, 8709, 8711, 8713, 8786, 8788, 8790, 9110, 9113, 9147, 9148]"
EU482852.1,"[164, 300, 302, 303, 310, 312, 313, 314, 330, 331, 332, 363, 397, 416, 417, 431, 433, 453, 454, 455, 456, 528, 531, 587, 591, 595, 642, 670, 670, 671, 671, 685, 686, 688, 702, 713, 730, 730, 900, 905, 998, 999, 1001, 1025, 1027, 1048, 1110, 1147, 1149, 1150, 1238, 1239, 1239, 1240, 1240, 1384, 1387, 1394, 1394, 1395, 1628, 1629, 1682, 1683, 1814, 1815, 1968, 1971, 2187, 2190, 2198, 2343, 2431, 2434, 2484, 2485, 2528, 2531, 2532, 2653, 2655, 2656, 2693, 2705, 2708, 2730, 2856, 2857, 2866, 3075, 3127, 3151, 3221, 3269, 3270, 3271, 3292, 3294, 3340, 3341, 3342, 3396, 3397, 3504, 3505, 3659, 3678, 3679, 3680, 3680, 3681, 3776, 3781, 4023, 4024, 4025, 4070, 4071, 4072, 4155, 4156, 4156, 4160, 4271, 4472, 4491, 4513, 4515, 4537, 4538, 4541, 4548, 4634, 4635, 4636, 4712, 4713, 4846, 4848, 4850, 5136, 5163, 5198, 5214, 5215, 5242, 5242, 5244, 5261, 5264, 5324, 5325, 5535, 5575, 5711, 5712, 5713, 5723, 5724, 5725, 5726, 5741, 5742, 5757, 5762, 5816, 5826, 5828, 5930, 5931, 5932, 5957, 6055, 6057, 6124, 6375, 6474, 6475, 6478, 6555, 6556, 6558, 6626, 6720, 6721, 6722, 6748, 6749, 6764, 6765, 6803, 6806, 6918, 6920, 6920, 6922, 6961, 7030, 7031, 7033, 7114, 7115, 7116, 7147, 7283, 7286, 7373, 7374, 7375, 7376, 7377, 7391, 7456, 7464, 7469, 7499, 7532, 7533, 7553, 7554, 7555, 7556, 7705, 7785, 7832, 7853, 7854, 8039, 8040, 8041, 8062, 8064, 8065, 8066, 8346, 8347, 8349, 8356, 8360, 8409, 8420, 8423, 8424, 8458, 8460, 8472, 8505, 8506, 8625, 8636, 8636, 8637, 8638, 8692, 8694, 8696, 8769, 8771, 8773, 9130, 9131, 9140, 9141]"
EU155333.2,"[11, 12, 183, 320, 322, 323, 330, 332, 333, 334, 383, 384, 436, 437, 451, 453, 475, 476, 607, 611, 615, 662, 690, 690, 691, 691, 705, 706, 707, 708, 722, 733, 750, 750, 925, 1045, 1048, 1071, 1073, 1157, 1159, 1299, 1300, 1302, 1404, 1407, 1409, 1430, 1432, 1433, 1487, 1489, 1648, 1694, 1696, 1770, 1839, 1898, 1901, 1903, 1905, 1958, 1991, 2196, 2363, 2387, 2447, 2448, 2451, 2453, 2454, 2505, 2509, 2537, 2538, 2540, 2551, 2563, 2644, 2645, 2646, 2673, 2675, 2676, 2728, 2828, 2830, 2831, 2877, 2998, 3000, 3054, 3103, 3104, 3245, 3309, 3312, 3312, 3339, 3416, 3417, 3419, 3481, 3497, 3524, 3525, 3544, 3594, 3608, 3618, 3619, 3620, 3621, 3699, 3700, 3700, 3815, 3819, 3922, 3924, 3925, 3989, 3991, 4044, 4045, 4048, 4133, 4135, 4175, 4176, 4176, 4180, 4193, 4195, 4280, 4281, 4300, 4302, 4492, 4514, 4517, 4561, 4565, 4585, 4592, 4594, 4596, 4607, 4652, 4654, 4655, 4688, 4690, 4691, 4710, 4711, 4730, 4732, 4866, 4868, 4870, 4975, 4976, 4977, 5160, 5218, 5234, 5235, 5262, 5281, 5284, 5344, 5345, 5445, 5533, 5534, 5555, 5761, 5765, 5773, 5882, 5950, 5950, 5951, 5952, 5977, 6084, 6085, 6269, 6273, 6279, 6280, 6282, 6336, 6492, 6493, 6494, 6509, 6520, 6575, 6576, 6578, 6677, 6715, 6907, 6908, 6969, 6981, 7084, 7085, 7134, 7135, 7136, 7303, 7340, 7342, 7343, 7348, 7361, 7364, 7389, 7392, 7393, 7393, 7394, 7476, 7513, 7549, 7570, 7572, 7573, 7707, 7722, 7849, 8079, 8082, 8083, 8130, 8290, 8291, 8357, 8360, 8364, 8373, 8375, 8377, 8384, 8434, 8437, 8489, 8521, 8522, 8523, 8636, 8638, 9110, 9113]"
EU482849.1,"[27, 195, 196, 331, 333, 334, 341, 343, 344, 345, 394, 395, 447, 448, 462, 464, 622, 625, 626, 673, 701, 701, 702, 702, 716, 717, 718, 719, 733, 744, 761, 761, 1056, 1059, 1082, 1084, 1168, 1170, 1177, 1181, 1309, 1310, 1310, 1311, 1311, 1327, 1372, 1415, 1418, 1420, 1425, 1452, 1461, 1500, 1502, 1659, 1711, 1711, 1713, 1777, 1781, 1849, 1850, 1909, 1912, 1914, 1916, 1969, 2002, 2207, 2376, 2398, 2401, 2458, 2459, 2462, 2514, 2516, 2548, 2549, 2551, 2562, 2638, 2639, 2655, 2665, 2684, 2686, 2687, 2739, 2839, 2841, 2842, 2887, 2888, 3009, 3010, 3065, 3256, 3350, 3385, 3387, 3388, 3389, 3427, 3428, 3430, 3492, 3493, 3508, 3532, 3536, 3555, 3605, 3629, 3630, 3631, 3632, 3710, 3711, 3711, 3829, 3830, 3933, 3934, 3935, 3936, 4000, 4002, 4055, 4056, 4059, 4078, 4101, 4103, 4187, 4204, 4206, 4291, 4292, 4311, 4313, 4501, 4503, 4572, 4573, 4596, 4603, 4605, 4607, 4618, 4665, 4667, 4699, 4701, 4702, 4721, 4722, 4741, 4743, 4877, 4879, 4881, 5171, 5229, 5273, 5292, 5295, 5355, 5356, 5456, 5473, 5477, 5513, 5517, 5565, 5566, 5753, 5754, 5755, 5756, 5757, 5772, 5776, 5788, 5793, 5799, 5893, 5948, 5950, 5952, 5961, 5961, 5962, 5963, 5988, 6095, 6096, 6218, 6280, 6284, 6347, 6503, 6504, 6505, 6505, 6509, 6520, 6531, 6688, 6726, 6832, 6834, 6979, 6980, 6982, 6992, 7051, 7053, 7071, 7095, 7096, 7314, 7351, 7353, 7354, 7359, 7359, 7372, 7375, 7400, 7403, 7405, 7407, 7407, 7422, 7429, 7432, 7487, 7516, 7524, 7560, 7573, 7574, 7583, 7584, 7718, 7733, 7735, 7810, 7860, 8090, 8093, 8094, 8141, 8301, 8302, 8368, 8375, 8377, 8392, 8445, 8448, 8500, 8532, 8533, 8534]"
EU255968.1,"[157, 293, 295, 296, 303, 305, 306, 307, 323, 324, 325, 356, 390, 409, 410, 424, 426, 446, 447, 448, 449, 580, 584, 588, 635, 663, 663, 664, 664, 678, 679, 681, 695, 706, 723, 723, 898, 1018, 1020, 1041, 1103, 1130, 1132, 1133, 1142, 1142, 1143, 1143, 1231, 1233, 1233, 1377, 1380, 1387, 1387, 1388, 1458, 1460, 1462, 1621, 1622, 1675, 1676, 1807, 1808, 2180, 2183, 2191, 2336, 2424, 2427, 2477, 2478, 2521, 2524, 2525, 2646, 2648, 2649, 2686, 2698, 2701, 2723, 2849, 2850, 2859, 2922, 2925, 3027, 3068, 3120, 3144, 3214, 3285, 3287, 3333, 3334, 3335, 3389, 3390, 3497, 3498, 3589, 3590, 3591, 3592, 3652, 3672, 3673, 3673, 3674, 3674, 3769, 4148, 4149, 4166, 4168, 4264, 4454, 4465, 4484, 4506, 4508, 4530, 4531, 4534, 4541, 4580, 4627, 4628, 4629, 4703, 4705, 4839, 4841, 4843, 5129, 5156, 5191, 5207, 5208, 5235, 5235, 5237, 5254, 5257, 5317, 5318, 5409, 5419, 5527, 5528, 5568, 5704, 5705, 5706, 5716, 5717, 5718, 5719, 5734, 5735, 5750, 5821, 5923, 5924, 5925, 5950, 6048, 6050, 6117, 6119, 6368, 6467, 6468, 6471, 6548, 6549, 6551, 6619, 6713, 6714, 6715, 6741, 6742, 6743, 6757, 6758, 6796, 6799, 6911, 6913, 6913, 6915, 6954, 7033, 7107, 7108, 7109, 7140, 7276, 7279, 7383, 7384, 7449, 7457, 7462, 7490, 7492, 7492, 7525, 7526, 7546, 7547, 7548, 7549, 7698, 7700, 7778, 7825, 7846, 7847, 8032, 8033, 8034, 8055, 8057, 8058, 8059, 8340, 8342, 8349, 8351, 8353, 8413, 8416, 8417, 8451, 8453, 8465, 8618, 8629, 8629, 8630, 8631, 8685, 8689, 8762, 8764, 8766, 9123, 9124, 9133, 9134]"
EU155339.2,"[142, 278, 280, 281, 288, 290, 291, 292, 308, 309, 310, 341, 375, 409, 411, 433, 434, 565, 569, 573, 620, 648, 648, 649, 649, 663, 664, 666, 680, 691, 708, 708, 883, 1003, 1005, 1026, 1088, 1115, 1117, 1127, 1127, 1128, 1128, 1216, 1217, 1217, 1218, 1218, 1365, 1365, 1372, 1372, 1373, 1445, 1447, 1606, 1614, 1617, 1618, 1792, 1793, 2165, 2168, 2176, 2321, 2409, 2412, 2462, 2463, 2506, 2509, 2510, 2631, 2633, 2634, 2671, 2683, 2686, 2708, 2834, 2835, 2844, 2907, 2910, 3012, 3105, 3129, 3199, 3270, 3272, 3318, 3319, 3320, 3374, 3375, 3482, 3483, 3637, 3657, 3658, 3658, 3659, 3659, 3754, 4002, 4003, 4004, 4006, 4133, 4134, 4134, 4138, 4151, 4153, 4249, 4250, 4462, 4469, 4491, 4493, 4515, 4516, 4519, 4520, 4543, 4565, 4612, 4613, 4614, 4688, 4690, 5141, 5176, 5192, 5193, 5220, 5220, 5222, 5239, 5242, 5302, 5303, 5394, 5512, 5513, 5553, 5689, 5691, 5701, 5702, 5703, 5704, 5719, 5720, 5735, 5740, 5794, 5804, 5806, 5908, 5909, 5910, 5935, 6033, 6035, 6102, 6104, 6324, 6326, 6353, 6452, 6453, 6456, 6533, 6534, 6536, 6604, 6698, 6699, 6700, 6726, 6727, 6728, 6742, 6743, 6781, 6784, 6896, 6898, 6898, 6900, 6939, 7018, 7092, 7093, 7094, 7125, 7261, 7264, 7313, 7368, 7369, 7434, 7442, 7475, 7477, 7477, 7510, 7511, 7531, 7532, 7533, 7534, 7683, 7685, 7763, 7810, 7831, 7832, 7983, 7984, 7985, 8017, 8018, 8019, 8040, 8042, 8043, 8044, 8324, 8325, 8327, 8334, 8336, 8338, 8345, 8398, 8401, 8402, 8436, 8438, 8450, 8483, 8484, 8603, 8614, 8614, 8615, 8616, 8670, 8672, 8674, 9108, 9109, 9118, 9119]"
EU255965.1,"[3, 171, 307, 309, 310, 317, 319, 320, 321, 337, 338, 339, 370, 404, 423, 424, 438, 440, 460, 461, 462, 463, 535, 538, 594, 598, 602, 649, 677, 677, 678, 678, 692, 693, 695, 709, 720, 737, 737, 907, 1005, 1006, 1008, 1032, 1034, 1055, 1144, 1146, 1156, 1156, 1157, 1157, 1245, 1246, 1246, 1247, 1247, 1391, 1394, 1401, 1401, 1402, 1474, 1476, 1485, 1486, 1635, 1636, 1821, 1822, 2194, 2197, 2205, 2302, 2304, 2350, 2438, 2441, 2491, 2492, 2535, 2538, 2660, 2662, 2663, 2689, 2691, 2700, 2715, 2727, 2737, 2863, 2864, 2939, 3028, 3031, 3041, 3082, 3134, 3158, 3174, 3228, 3276, 3277, 3278, 3280, 3299, 3301, 3347, 3348, 3361, 3363, 3364, 3365, 3403, 3404, 3511, 3512, 3603, 3604, 3605, 3606, 3666, 3686, 3687, 3687, 3688, 3688, 3783, 4077, 4078, 4079, 4163, 4167, 4278, 4468, 4479, 4498, 4520, 4522, 4544, 4545, 4548, 4552, 4594, 4641, 4642, 4643, 4717, 4719, 4853, 4855, 4857, 5062, 5063, 5064, 5066, 5143, 5170, 5205, 5221, 5222, 5249, 5268, 5271, 5331, 5332, 5332, 5503, 5505, 5582, 5718, 5719, 5720, 5730, 5731, 5732, 5733, 5748, 5749, 5764, 5769, 5782, 5823, 5833, 5835, 5869, 5937, 5939, 5964, 6062, 6064, 6131, 6133, 6323, 6382, 6481, 6482, 6485, 6562, 6563, 6565, 6633, 6727, 6728, 6729, 6755, 6756, 6757, 6771, 6772, 6925, 6927, 6927, 6929, 6968, 7037, 7038, 7040, 7121, 7122, 7123, 7154, 7290, 7293, 7397, 7398, 7402, 7404, 7465, 7468, 7476, 7506, 7560, 7561, 7562, 7563, 7712, 7792, 7839, 7860, 7861, 8046, 8047, 8048, 8069, 8071, 8072, 8073, 8353, 8354, 8356, 8363, 8365, 8367, 8425, 8427, 8431, 8465, 8467, 8479, 8512, 8513, 8632, 8643, 8643, 8645, 8699, 8701, 8703, 8776, 8778, 8780, 9137, 9138, 9147, 9148]"
EU155344.2,"[153, 289, 291, 292, 299, 301, 302, 303, 319, 320, 321, 352, 386, 405, 406, 420, 422, 444, 445, 517, 520, 577, 580, 583, 631, 659, 659, 660, 660, 674, 675, 677, 691, 702, 719, 719, 889, 987, 988, 990, 1014, 1016, 1037, 1099, 1126, 1128, 1227, 1228, 1228, 1229, 1229, 1373, 1376, 1383, 1383, 1384, 1423, 1425, 1456, 1458, 1617, 1618, 1803, 1804, 1843, 2176, 2179, 2187, 2332, 2420, 2423, 2473, 2474, 2517, 2520, 2521, 2642, 2644, 2645, 2682, 2694, 2697, 2719, 2845, 2846, 2855, 2918, 2921, 3023, 3064, 3116, 3140, 3150, 3210, 3281, 3283, 3329, 3330, 3331, 3385, 3386, 3648, 3668, 3669, 3669, 3765, 4059, 4060, 4061, 4145, 4149, 4260, 4450, 4461, 4471, 4473, 4502, 4504, 4526, 4527, 4530, 4537, 4546, 4576, 4623, 4624, 4625, 4701, 4702, 4835, 4837, 4839, 5125, 5152, 5187, 5203, 5204, 5231, 5231, 5233, 5250, 5253, 5313, 5314, 5466, 5467, 5468, 5523, 5524, 5583, 5622, 5700, 5701, 5702, 5712, 5713, 5714, 5715, 5730, 5731, 5746, 5751, 5757, 5758, 5760, 5805, 5815, 5817, 5919, 5920, 5921, 5946, 5956, 5957, 5960, 6044, 6046, 6113, 6115, 6305, 6364, 6463, 6464, 6467, 6615, 6709, 6710, 6711, 6737, 6738, 6739, 6753, 6754, 6792, 6830, 6831, 6832, 6833, 6834, 6907, 6909, 6909, 6911, 6950, 7019, 7020, 7022, 7103, 7104, 7105, 7136, 7272, 7275, 7379, 7380, 7384, 7386, 7445, 7453, 7458, 7471, 7488, 7521, 7522, 7694, 7774, 7821, 7842, 7843, 8028, 8030, 8051, 8053, 8054, 8055, 8335, 8336, 8338, 8345, 8347, 8349, 8409, 8412, 8413, 8447, 8449, 8461, 8494, 8495, 8614, 8625, 8625, 8626, 8627, 8681, 8683, 8685, 8758, 8760, 8762, 9119, 9120, 9129, 9130]"
EU155334.2,"[27, 195, 331, 333, 334, 341, 343, 344, 345, 394, 395, 447, 448, 462, 464, 618, 622, 626, 673, 701, 701, 702, 702, 716, 717, 719, 733, 744, 761, 761, 1056, 1059, 1082, 1084, 1168, 1170, 1310, 1311, 1313, 1415, 1418, 1420, 1425, 1452, 1500, 1502, 1659, 1660, 1711, 1756, 1757, 1758, 1760, 1777, 1781, 1820, 1821, 1850, 1909, 1912, 1914, 1916, 1969, 2002, 2207, 2374, 2458, 2459, 2461, 2516, 2520, 2559, 2562, 2655, 2656, 2662, 2665, 2684, 2686, 2687, 2739, 2839, 2841, 2842, 2888, 3009, 3010, 3065, 3350, 3385, 3387, 3388, 3389, 3427, 3428, 3430, 3492, 3508, 3532, 3536, 3555, 3605, 3629, 3630, 3631, 3632, 3710, 3711, 3711, 3933, 3934, 3935, 3936, 4000, 4002, 4055, 4056, 4059, 4101, 4103, 4144, 4146, 4186, 4187, 4206, 4291, 4292, 4311, 4313, 4503, 4523, 4572, 4576, 4596, 4603, 4605, 4607, 4618, 4665, 4666, 4667, 4701, 4702, 4702, 4713, 4721, 4722, 4743, 4877, 4879, 4881, 5171, 5229, 5245, 5246, 5273, 5292, 5295, 5355, 5356, 5456, 5544, 5545, 5565, 5566, 5772, 5776, 5788, 5793, 5839, 5893, 5961, 5961, 5962, 5963, 5988, 6095, 6096, 6280, 6284, 6290, 6291, 6293, 6343, 6347, 6503, 6504, 6505, 6523, 6539, 6586, 6587, 6589, 6688, 6726, 6775, 6779, 6780, 6781, 6949, 6951, 6979, 6980, 6982, 6992, 7051, 7053, 7095, 7096, 7231, 7232, 7314, 7348, 7351, 7359, 7359, 7407, 7408, 7422, 7429, 7432, 7462, 7487, 7524, 7528, 7560, 7581, 7583, 7584, 7718, 7733, 7735, 7810, 7813, 7860, 7881, 7882, 7954, 7956, 7957, 7995, 8067, 8068, 8069, 8090, 8092, 8093, 8094, 8141, 8301, 8302, 8368, 8371, 8375, 8392, 8445, 8446, 8448, 8500, 8532, 8533, 8534]"
EU234064.2,"[161, 297, 299, 300, 307, 309, 310, 311, 327, 328, 329, 360, 394, 413, 414, 428, 430, 450, 451, 452, 453, 525, 528, 584, 588, 592, 639, 667, 668, 682, 683, 685, 699, 710, 727, 727, 897, 995, 996, 998, 1022, 1024, 1045, 1107, 1134, 1136, 1137, 1384, 1384, 1391, 1464, 1811, 1812, 2187, 2195, 2340, 2428, 2431, 2515, 2517, 2528, 2530, 2650, 2652, 2653, 2690, 2702, 2705, 2727, 2853, 2854, 2926, 2929, 3031, 3033, 3072, 3124, 3148, 3207, 3209, 3218, 3266, 3267, 3268, 3270, 3289, 3291, 3337, 3338, 3339, 3393, 3394, 3501, 3502, 3656, 3676, 3677, 3677, 3678, 3678, 3773, 4039, 4153, 4157, 4268, 4458, 4469, 4488, 4489, 4510, 4512, 4534, 4535, 4538, 4545, 4584, 4631, 4632, 4633, 4707, 4709, 4710, 4843, 4845, 4847, 4952, 4953, 4954, 5133, 5160, 5195, 5211, 5212, 5239, 5239, 5241, 5258, 5261, 5321, 5322, 5531, 5532, 5572, 5636, 5720, 5721, 5722, 5723, 5738, 5739, 5750, 5759, 5813, 5823, 5825, 5859, 5927, 5928, 5929, 5954, 6052, 6054, 6121, 6123, 6372, 6471, 6472, 6474, 6475, 6552, 6553, 6555, 6623, 6717, 6718, 6719, 6745, 6746, 6761, 6762, 6915, 6917, 6917, 6919, 6945, 6946, 6948, 6958, 7027, 7028, 7030, 7111, 7112, 7113, 7147, 7280, 7283, 7344, 7453, 7461, 7466, 7496, 7529, 7530, 7550, 7551, 7552, 7553, 7702, 7704, 7782, 7829, 7850, 7851, 8036, 8037, 8038, 8059, 8061, 8062, 8063, 8293, 8344, 8346, 8353, 8355, 8357, 8417, 8420, 8421, 8455, 8457, 8469, 8622, 8633, 8633, 8634, 8635, 8689, 8691, 8693, 8766, 8768, 8964, 9127, 9128, 9134]"
EU234065.2,"[142, 278, 280, 281, 288, 290, 291, 292, 308, 309, 310, 341, 375, 394, 395, 409, 411, 431, 432, 433, 434, 509, 565, 569, 573, 620, 648, 648, 649, 649, 663, 664, 666, 680, 691, 708, 708, 878, 976, 977, 979, 1003, 1005, 1026, 1088, 1115, 1117, 1127, 1127, 1128, 1128, 1216, 1217, 1217, 1218, 1218, 1362, 1365, 1372, 1372, 1373, 1443, 1445, 1447, 1606, 1606, 1607, 1607, 1670, 1728, 1729, 1730, 1732, 1792, 1793, 2154, 2165, 2168, 2176, 2321, 2409, 2412, 2462, 2463, 2506, 2509, 2510, 2603, 2606, 2631, 2633, 2634, 2671, 2686, 2708, 2835, 2907, 2910, 3012, 3053, 3104, 3105, 3129, 3199, 3270, 3272, 3276, 3277, 3318, 3319, 3320, 3332, 3334, 3335, 3336, 3374, 3375, 3482, 3483, 3637, 3657, 3658, 3658, 3659, 3659, 3754, 4048, 4049, 4050, 4133, 4134, 4134, 4138, 4249, 4439, 4450, 4469, 4491, 4493, 4515, 4516, 4519, 4526, 4535, 4565, 4612, 4613, 4614, 4665, 4667, 4668, 4669, 4690, 4824, 4826, 4828, 5114, 5141, 5176, 5192, 5193, 5220, 5220, 5222, 5239, 5242, 5302, 5303, 5512, 5513, 5553, 5689, 5690, 5691, 5701, 5702, 5703, 5704, 5719, 5720, 5735, 5740, 5753, 5794, 5804, 5806, 5908, 5909, 5910, 5935, 6033, 6035, 6042, 6050, 6102, 6104, 6294, 6353, 6452, 6453, 6456, 6604, 6698, 6699, 6700, 6726, 6727, 6728, 6742, 6743, 6781, 6784, 6896, 6898, 6898, 6900, 6939, 7092, 7093, 7094, 7125, 7261, 7264, 7313, 7368, 7369, 7370, 7434, 7442, 7447, 7477, 7510, 7511, 7683, 7714, 7763, 7810, 7831, 7832, 8017, 8018, 8019, 8040, 8042, 8043, 8044, 8324, 8325, 8327, 8334, 8336, 8338, 8398, 8401, 8402, 8436, 8438, 8450, 8483, 8484, 8603, 8614, 8614, 8615, 8616, 8670, 8672, 8674, 8747, 8749, 8751, 9108, 9109, 9118, 9119]"
EU155337.2,"[27, 195, 331, 333, 334, 341, 343, 344, 345, 374, 394, 395, 447, 448, 462, 464, 618, 622, 626, 673, 701, 701, 702, 702, 716, 717, 718, 719, 733, 744, 760, 761, 761, 1056, 1059, 1168, 1170, 1310, 1311, 1313, 1327, 1415, 1418, 1420, 1425, 1850, 1909, 1912, 1914, 1916, 1969, 2002, 2207, 2374, 2458, 2459, 2462, 2464, 2465, 2516, 2520, 2548, 2549, 2551, 2562, 2655, 2665, 2684, 2686, 2687, 2739, 2773, 2778, 2779, 2839, 2841, 2842, 2888, 3065, 3256, 3323, 3350, 3427, 3428, 3430, 3492, 3532, 3536, 3555, 3605, 3619, 3629, 3630, 3631, 3632, 3710, 3711, 3711, 3829, 3830, 3933, 3934, 3935, 3936, 4000, 4002, 4055, 4056, 4059, 4101, 4103, 4144, 4146, 4187, 4206, 4291, 4292, 4311, 4313, 4501, 4503, 4576, 4596, 4618, 4665, 4666, 4667, 4699, 4701, 4702, 4721, 4722, 4741, 4743, 5071, 5171, 5229, 5273, 5292, 5295, 5355, 5356, 5456, 5544, 5545, 5565, 5566, 5772, 5773, 5893, 5961, 5961, 5962, 5963, 5988, 6095, 6096, 6280, 6284, 6347, 6503, 6504, 6505, 6520, 6531, 6688, 6726, 6834, 6918, 6920, 6949, 6951, 6979, 6980, 6982, 6992, 7095, 7096, 7145, 7146, 7147, 7231, 7232, 7312, 7314, 7351, 7353, 7354, 7359, 7359, 7372, 7375, 7400, 7404, 7404, 7405, 7422, 7429, 7432, 7487, 7524, 7560, 7573, 7574, 7718, 7733, 7735, 7810, 7813, 7814, 7860, 8067, 8069, 8090, 8093, 8094, 8141, 8301, 8302, 8368, 8375, 8377, 8384, 8386, 8388, 8395, 8445, 8448, 8500, 8532, 8533, 8534, 8647, 8649, 8650]"
EU255973.1,"[168, 304, 306, 307, 314, 316, 317, 318, 334, 335, 336, 367, 401, 420, 421, 435, 437, 459, 460, 535, 591, 595, 599, 646, 674, 674, 675, 675, 689, 690, 692, 706, 717, 734, 734, 904, 1002, 1003, 1005, 1029, 1031, 1052, 1055, 1057, 1114, 1141, 1143, 1153, 1153, 1154, 1154, 1243, 1244, 1245, 1388, 1391, 1398, 1398, 1399, 1471, 1473, 1632, 1632, 1633, 1633, 1696, 1818, 1819, 2191, 2194, 2202, 2347, 2435, 2438, 2488, 2489, 2532, 2535, 2536, 2657, 2659, 2660, 2697, 2709, 2712, 2734, 2861, 2933, 2936, 3038, 3079, 3131, 3155, 3214, 3216, 3225, 3235, 3237, 3247, 3296, 3302, 3303, 3344, 3345, 3346, 3358, 3360, 3361, 3362, 3400, 3401, 3508, 3509, 3663, 3683, 3684, 3684, 3685, 3685, 3780, 4074, 4075, 4076, 4159, 4160, 4160, 4164, 4275, 4476, 4486, 4488, 4517, 4519, 4541, 4542, 4545, 4552, 4561, 4591, 4638, 4639, 4640, 4716, 4850, 4852, 4854, 5140, 5202, 5218, 5219, 5246, 5246, 5248, 5265, 5268, 5328, 5329, 5538, 5539, 5579, 5727, 5728, 5729, 5730, 5745, 5746, 5757, 5761, 5766, 5820, 5830, 5832, 5934, 5935, 5936, 5961, 6059, 6061, 6076, 6128, 6130, 6320, 6379, 6478, 6479, 6482, 6630, 6724, 6725, 6726, 6752, 6753, 6754, 6768, 6769, 6807, 6810, 6922, 6924, 6924, 6926, 6965, 7118, 7119, 7120, 7151, 7339, 7394, 7395, 7396, 7460, 7468, 7473, 7492, 7503, 7536, 7537, 7709, 7789, 7836, 7857, 7858, 8009, 8010, 8011, 8066, 8068, 8069, 8070, 8350, 8351, 8353, 8360, 8362, 8364, 8424, 8427, 8428, 8462, 8464, 8476, 8509, 8510, 8629, 8640, 8640, 8641, 8642, 8696, 8698, 8700, 8773, 8775, 8777, 9134, 9135, 9144, 9145]"
